listing_id,city,neighborhood,property_type,bedrooms,bathrooms,max_guests,price_per_night,amenities,host_rating,superhost,instant_book,min_nights,nearest_transit,transit_walk_min,nearby_attraction_1,nearby_attraction_2
L0564,Boston,Beacon Hill,Private room,1,1.0,1,126,Hot tub; Crib; Coffee maker; Dishwasher; BBQ grill; EV charger; Iron,4.83,1,1,1,Copley,7,Newbury Street,Boston Public Garden
L0565,Boston,Back Bay,Private room,1,1.0,2,46,Heating; Crib; Washer; Kitchen; Pool; Dishwasher; Pet friendly; Workspace; Smoke alarm; Fire extinguisher; Iron; TV; Hair dryer; Air conditioning,4.51,0,0,1,Park Street,13,Boston Public Garden,Faneuil Hall
L0566,Chicago,Wicker Park,Entire home,2,1.0,5,199,Dryer; Kitchen; Carbon monoxide alarm; Workspace; Free parking; Washer; Pool,4.61,0,1,3,Chicago L (Red),13,Field Museum,Chicago Riverwalk
L0567,San Francisco,Mission District,Entire home,3,2.0,6,320,Pet friendly; Patio; EV charger; Air conditioning; Crib; Free parking; Workspace,4.25,0,1,2,16th St Mission BART,11,Oracle Park,Lombard Street
L0568,New York,Lower East Side,Entire home,2,1.0,4,222,Gym access; BBQ grill; EV charger; Dishwasher; Workspace; TV; Pet friendly,4.6,0,1,1,Jay St-MetroTech,22,Times Square,Empire State Building
L0569,Miami,Downtown Miami,Entire home,1,1.0,3,180,Hair dryer; Coffee maker; Hot tub; Crib; Washer; Smoke alarm,4.86,1,1,3,South Miami Metrorail,14,Bayside Marketplace,Jungle Island
L0570,Miami,South Beach,Shared room,1,1.0,1,121,Carbon monoxide alarm; Free parking; Pool; Gym access; Dishwasher,4.03,0,1,1,Dadeland South Metrorail,15,South Beach,Everglades Day Trip
L0571,Chicago,Wicker Park,Shared room,1,1.0,1,68,Dishwasher; Workspace; Crib; Pool; Coffee maker; Free parking; Smoke alarm,4.94,1,1,2,Belmont L,13,Art Institute of Chicago,Chicago Riverwalk
L0572,San Francisco,Nob Hill,Entire home,1,1.0,3,141,Hair dryer; Coffee maker; Carbon monoxide alarm; Free parking; Heating; TV; Hot tub,4.87,0,0,1,16th St Mission BART,12,Golden Gate Bridge,Palace of Fine Arts
L0573,Boston,North End,Entire home,2,1.0,4,268,Workspace; Smoke alarm; TV; Carbon monoxide alarm; Hot tub; BBQ grill,4.55,0,1,5,Charles/MGH,14,Boston Public Garden,Newbury Street
L0574,San Francisco,Marina District,Entire home,5,1.5,10,392,Kitchen; TV; BBQ grill; Patio; Pet friendly; Crib; Pool; Free parking; Coffee maker; Heating,4.95,0,0,1,24th St Mission BART,7,Oracle Park,Golden Gate Park
L0575,Chicago,Gold Coast,Shared room,1,1.0,2,98,Free parking; Pool; EV charger; Air conditioning; Pet friendly; Workspace; Gym access; Washer; Smoke alarm; Iron; Dryer; Heating; WiFi; Dishwasher,4.82,0,0,1,Clark/Lake L,16,Art Institute of Chicago,Field Museum
L0576,Boston,Cambridge,Entire home,5,1.0,10,293,Heating; Dishwasher; Washer; Gym access; Coffee maker; WiFi; Pool; Smoke alarm; Iron; Crib; Workspace,4.98,1,1,1,Copley,8,MIT Campus,Freedom Trail
L0577,New York,East Village,Entire home,3,2.5,7,259,Workspace; Iron; WiFi; EV charger; Washer; Carbon monoxide alarm; Free parking; Dryer; Coffee maker; Heating; TV; Patio; Hot tub,4.99,0,1,1,Union Square,4,Rockefeller Center,High Line
L0578,Chicago,Logan Square,Entire home,1,1.5,2,214,Pool; Workspace; Smoke alarm; Carbon monoxide alarm; Patio; Kitchen; Coffee maker; Heating; Dishwasher; Hair dryer,4.51,0,1,5,Fullerton L,11,Millennium Park,Art Institute of Chicago
L0579,New York,Midtown Manhattan,Entire home,1,1.5,3,250,Hot tub; Iron; Hair dryer; Kitchen; Carbon monoxide alarm; Coffee maker; Dishwasher; Dryer,4.92,0,1,3,Columbus Circle,14,Rockefeller Center,Broadway Theater District
L0580,New York,East Village,Private room,1,1.0,1,210,Free parking; Iron; TV; Pool; Workspace; Dishwasher; Coffee maker; Washer; Carbon monoxide alarm; WiFi; Heating; Gym access,4.8,1,0,5,14th St-Union Sq,14,Times Square,Central Park
L0581,San Francisco,North Beach,Private room,1,1.0,2,124,Crib; EV charger; Gym access; Patio; Carbon monoxide alarm; Pet friendly; Smoke alarm; TV; Fire extinguisher; Kitchen; Hot tub; Washer; Air conditioning; BBQ grill,4.95,1,1,7,24th St Mission BART,14,Ferry Building,Chinatown
L0582,Boston,Beacon Hill,Private room,1,1.0,2,116,Smoke alarm; EV charger; Dishwasher; Kitchen; Carbon monoxide alarm; WiFi; BBQ grill; Workspace; Washer; Free parking; Iron,4.91,1,1,2,Harvard,12,New England Aquarium,Fenway Park
L0583,Chicago,Hyde Park,Entire home,1,3.0,2,184,WiFi; Hair dryer; Carbon monoxide alarm; Heating; Washer; EV charger; BBQ grill; Iron; Pet friendly,4.64,0,1,2,Western L (Blue),19,Navy Pier,Chicago Riverwalk
L0584,San Francisco,Nob Hill,Entire home,1,2.5,2,209,Heating; BBQ grill; Crib; Washer; Free parking; Coffee maker; Iron; Dishwasher; Pet friendly; Patio; Carbon monoxide alarm,4.65,0,0,5,Embarcadero BART,18,Pier 39,Ferry Building
L0585,Boston,Jamaica Plain,Private room,1,1.0,1,82,Air conditioning; Kitchen; Heating; Smoke alarm; Coffee maker; Free parking; Pet friendly; Dishwasher; EV charger; Carbon monoxide alarm; TV,4.15,0,0,5,Back Bay Station,20,Fenway Park,Freedom Trail
L0586,San Francisco,Mission District,Entire home,2,1.0,4,268,Patio; Carbon monoxide alarm; Pet friendly; Washer; Kitchen; Hair dryer; Pool; Hot tub; Coffee maker; WiFi; Dishwasher; Crib,4.95,1,1,2,Balboa Park BART,14,Pier 39,Alcatraz Island Ferry
L0587,San Francisco,Mission District,Shared room,1,1.0,1,56,Smoke alarm; Kitchen; Dryer; EV charger; Gym access; Air conditioning; Hot tub; WiFi; Pet friendly; Fire extinguisher; Dishwasher; Iron,4.69,0,1,1,Castro Muni,8,Chinatown,Golden Gate Park
L0588,Miami,Wynwood,Entire home,2,1.0,4,224,BBQ grill; Heating; Air conditioning; Gym access; Dryer; WiFi; Smoke alarm,4.56,0,1,2,Brickell Metrorail,8,Perez Art Museum,Bayside Marketplace
L0589,Boston,Cambridge,Entire home,1,2.0,3,148,EV charger; Iron; Kitchen; Washer; Smoke alarm; TV; Coffee maker,4.55,0,0,2,Park Street,25,Freedom Trail,Museum of Fine Arts
L0590,Chicago,Wicker Park,Private room,1,1.0,2,91,Dryer; Air conditioning; WiFi; Pet friendly; Crib; Workspace; Dishwasher,4.91,1,1,1,Fullerton L,5,Willis Tower Skydeck,Museum of Science and Industry
L0591,Miami,Little Havana,Shared room,1,1.0,1,110,Carbon monoxide alarm; WiFi; Iron; Pool; EV charger; Fire extinguisher; Crib; Workspace; Pet friendly; Free parking,4.9,0,0,2,Brickell Metrorail,12,South Beach,Jungle Island
L0592,New York,Chelsea,Shared room,1,1.0,1,66,Dryer; Pool; Patio; Hair dryer; Iron; Pet friendly; Air conditioning,4.59,0,1,3,Columbus Circle,16,Statue of Liberty Ferry,Central Park
L0593,Chicago,Loop,Entire home,5,1.0,11,417,EV charger; Dishwasher; BBQ grill; Hot tub; Pool; Carbon monoxide alarm; Crib; TV; WiFi; Air conditioning; Fire extinguisher; Workspace; Dryer,4.85,0,1,5,Clark/Lake L,24,Willis Tower Skydeck,Field Museum
L0594,San Francisco,North Beach,Shared room,1,1.0,1,40,Hair dryer; Fire extinguisher; Patio; Dishwasher; Coffee maker; Crib; Kitchen; EV charger; Air conditioning,4.95,1,1,1,24th St Mission BART,23,Chinatown,Ferry Building
L0595,New York,Park Slope,Entire home,3,2.0,7,270,Gym access; EV charger; Carbon monoxide alarm; Coffee maker; Workspace; Washer; Crib,4.63,0,1,3,14th St-Union Sq,13,Empire State Building,Broadway Theater District
L0596,Boston,North End,Entire home,3,2.5,7,292,Smoke alarm; Gym access; Iron; Fire extinguisher; EV charger; Kitchen; WiFi; Heating; Dryer; Washer; Hot tub,4.6,0,1,2,Kenmore,18,Harvard Yard,New England Aquarium
L0597,Chicago,Lakeview,Private room,1,2.0,1,141,Hot tub; Smoke alarm; Pool; Free parking; Dishwasher; EV charger; Heating; Iron; Crib; Air conditioning; Washer; Kitchen; Coffee maker; Hair dryer,4.38,0,1,5,Roosevelt L,7,Museum of Science and Industry,Lincoln Park Zoo
L0598,Boston,North End,Shared room,1,1.0,2,102,Heating; Dishwasher; Smoke alarm; Hair dryer; Patio; WiFi; Workspace; Coffee maker; Hot tub; Free parking; Carbon monoxide alarm; Crib; Dryer,4.09,0,0,7,Park Street,14,Museum of Fine Arts,MIT Campus
L0599,New York,SoHo,Shared room,1,1.0,2,101,EV charger; Pool; Hot tub; Kitchen; Air conditioning; Hair dryer; Free parking; Smoke alarm; TV; Patio,4.83,1,1,2,14th St-Union Sq,9,Times Square,Museum of Modern Art
L0600,Chicago,Wicker Park,Private room,1,1.0,2,176,WiFi; Gym access; Hot tub; Washer; Crib,4.91,0,1,2,Chicago L (Red),9,Art Institute of Chicago,Millennium Park
